query,id,Text,Text_processed,Sentiment,SentimentB
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373106346678128640,"RT @htTweets: A year after classrooms were shifted to the online space because of the outbreak of Covid-19, the situation remains the same…",rt httweets year classroom shifted online space outbreak covid situation remains,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372562857766891522,"RT @iowastatedaily: One year ago, Iowa State announced students would not be returning to campus following spring break. The Iowa State com…",rt iowastatedaily one year ago iowa state announced student would returning campus following spring break iowa state com,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371690615675699201,/: but then it all went wrong with college and I’ve been trying hard to get back into college but covid has made it impossible. I don’t have the attention span for online classes because of my adhd and I end up barely getting by. I feel like any time I try to explain that to...,went wrong college ive trying hard get back college covid made impossible attention span online class adhd end barely getting feel like time try explain,-0.2816666666666667,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371823829899640834,"RT @INDYouthPower: 12 teachers, 2 staff at a government school in Hyderabad’s Mancherial have tested Covid positive. 

Can we please contin…",rt indyouthpower teacher staff government school hyderabad mancherial tested covid positive please contin,0.2272727272727272,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368799345701748736,RT @quick_philip: @paysupplystaff I did online classes this week and one of my groups had only 1 lesson on Thursday as 3 of their main subj…,rt quickphilip online class week one group lesson thursday main subj,0.1666666666666666,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371066491815137284,RT @AlphenSibanda: Exactly a year ago I visited home during the winter vacation and I have been unable to return back to school due to covi…,rt alphensibanda exactly year ago visited home winter vacation unable return back school due covi,-0.09375,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373307893324247040,@KrushnachandraT @CMO_Odisha @dr_arunsahoo @DHE_Odisha As Covid Cases are increasing day by day we want online classes @dr_arunsahoo,covid case increasing day day want online class drarunsahoo,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371798447720951820,"Toronto’s Upper Canada College says it is moving all classes online for at least a week after reporting six cases in the past six days.

https://t.co/6ZiqeNKaq3",toronto upper canada college say moving class online least week reporting six case past six day,-0.1833333333333333,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369544220470546435,"RT @KIITUniversity: KIIT online classes come as a breath of fresh air, while the world is abuzz with only words synonym to COVID 19. 

KIIT…",rt kiituniversity kiit online class come breath fresh air world abuzz word synonym covid kiit,0.3,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370049413297680386,"RT @nyulangone: Managing nearly a year of #COVID19 has made it tough for children to be active, which may result in issues with their weigh…",rt nyulangone managing nearly year made tough child active may result issue weigh,-0.1407407407407407,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372199952625979392,RT @MrSingh42046285: @oye_student @SCC_eng @CitImmCanada @nadirypatel @MinistreMcCann @francoislegault @jfrobergeQc @marcomendicino @Nadine…,rt mrsingh nadine,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372986634694656002,Read this comment and sign the petition. I'm signing because I'll be giving my board exams for class XII. These exams will decide my future. And studying from online classes doesn't help at all. We can't give our exams on the basis ... https://t.co/dNPPGEH1SR via @ChangeOrg_India,read comment sign petition im signing ill giving board exam class xii exam decide future studying online class help cant give exam basis via changeorgindia,-0.25,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370016141637267456,"RT @Tijo_Kozhikode: @swamy64 @RudraStuthi Teachers are in demand, especially those who can take classes lively. Covid situations took me to…",rt tijokozhikode teacher demand especially take class lively covid situation took,0.0681818181818181,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368974486398140417,RT @kizeliz: #kidsmusic = lost chances to study an instrument or benefit from music classes under COVID-19 protocols? #OnlineMusicClass str…,rt kizeliz lost chance study instrument benefit music class covid protocol str,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373204720278368270,"@SonuSood @IlaajIndia @SoodFoundation Namasthe sir
My name is Uday Sai
From Telangana state, mahabubababad district, kesamudram mandal, Rangapuram village, sir I am studying intermediate 1styear sir In this covid situation, live classes is not working, Online classes is moving, but I'dont have Laptop ,sir please help",namasthe sirmy name uday saifrom telangana state mahabubababad district kesamudram mandal rangapuram village sir studying intermediate styear sir covid situation live class working online class moving idont laptop sir please help,0.1363636363636363,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371142298436653056,"Is there something different in this online phase apart from online classes and the submissions that teachers think we have the only work to do

#COVID19 #education",something different online phase apart online class submission teacher think work docovid,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373318786418241538,"RT @sri50: #Schools to be closed in #TamilNadu for standards 9, 10, 11 from Monday, March 22,  till further orders! This order is due to “r…",rt sri closed standard monday march till order order due r,-0.075,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372555601851641857,If people are forced to take classes online due to the COVID19 pandemic their internet should be paid for by the educational institution or government. #logicerror,people forced take class online due covid pandemic internet paid educational institution government,-0.0583333333333333,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371049922707910656,RT @Shelton_Cutinha: It's not just 2+2=4 to study and write. The portions are really vast and due to Covid 19 classes were online and it wa…,rt sheltoncutinha study write portion really vast due covid class online wa,-0.0625,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373202970783870978,"@SonuSood @IlaajIndia @SoodFoundation Namasthe sir ,
My name is Uday Sai
From Telangana state,mahabubababad district, kesamudram mandal, Rangapuram village,sir I am studying intermediate 1st year ,sir in this covid situation live classes is not working , Online classes is moving now but,I'dont have Laptop sir help me",namasthe sir name uday saifrom telangana statemahabubababad district kesamudram mandal rangapuram villagesir studying intermediate st year sir covid situation live class working online class moving butidont laptop sir help,0.1363636363636363,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369336436168810505,"RT @alueducation: Congratulations to our Faculty member, Dr @iaessackjee on his award as an Outstanding Teacher in recognition for providin…",rt alueducation congratulation faculty member dr award outstanding teacher recognition providin,0.5,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371140171098361856,@0fficialmatt_ it’s not even covid for me i just don’t have friends at the school i’m at since i have all online classes and i’m at home  and my friends from hs all moved away😭😭 this is the least social i’ve ever been in my life,even covid friend school im since online class im home friend h moved away least social ive ever life,-0.1333333333333333,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368866944972099585,RT @marryme_lilmeow: Most of us have no motivation to study. There's too much stress about covid and completing revisions in less than 50da…,rt marrymelilmeow u motivation study there much stress covid completing revision le da,0.2,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372623049451827205,"We are glad that we are pleased by Allah with Covid Vaccine. Now its time to Vaccinate the students so that they didnot miss or lose their valued time. 
Online classes are of no good use.
No student understand online lectures. #VaccinateStudents #Pakistan",glad pleased allah covid vaccine time vaccinate student didnot miss lose valued time online class good useno student understand online lecture,0.5666666666666667,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372525055482032128,"RT @vinuhinduj: @CMOTamilNadu kind request CM sir
@OfficeOfOPS Deputy CM 

Covid is increasing very severely in TN... pls close schools n c…",rt vinuhinduj kind request cm sirofficeofops deputy cm covid increasing severely tn pls close school n c,0.6,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370473889516634115,"2/14 On March 12, 2020, a day after the WHO named COVID-19 a pandemic, Auburn University announced it would be moving to fully remote instruction. 

https://t.co/sAWv5MkzzA",march day named covid pandemic auburn university announced would moving fully remote instruction,-0.1,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368869816723988484,"@lix_bby @sunshinelixbin online :/ im from the czech republic and covid cases here are really bad, i don’t think i’ll have physical classes anytime soon tbh",online im czech republic covid case really bad think ill physical class anytime soon tbh,-0.3999999999999999,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372770664088625162,"@DrRPNishank If we had online classes during the 1st wave of Covid, why are we having offline exams during the 2nd wave of Covid?
#cancelboards2021 
Use our PRE BOARD MARKS instead!
@EduMinOfIndia @DrRPNishank @narendramodi @rashtrapatibhvn",online class st wave covid offline exam nd wave covidcancelboards use pre board mark insteadeduminofindia rashtrapatibhvn,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371978890801868801,SMC Will Offer Some In-Person Classes in Fall 2021 Along with the Online Classes - Santa Monica Observer https://t.co/DrWSInbvpI #education #highereducation #onlinelearning #inpersonlearning #lockdown #COVID19,smc offer inperson class fall along online class santa monica observer,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370555364949729281,Sir @AjitPawarSpeaks as pune is going through a huge jump in covid 19 cases why are schools asking teachers to come to school  to conduct online classes and  not from the safety of their homes which they have been doing efficiently since last 8 months this will spurt cases 4 sure,sir pune going huge jump covid case school asking teacher come school conduct online class safety home efficiently since last month spurt case sure,0.3,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369463075477233668,"#Parents and #students have voiced their complaints against #schools that are requiring them to pay full tuition fees while classes are being taught online due to COVID-19 restrictions. #Cambodia #onlinelearning #COVID19 #education 

https://t.co/6RoASJdbeH https://t.co/Ofz8e3pelc",voiced complaint requiring pay full tuition fee class taught online due covid restriction,-0.025,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369451007005057026,@djmarc @ElectionCenter2 Good for you! I took all 12 courses online last year. Love those classes and instructors. So greatful to @ElectionCenter2 and @AuburnU for moving to online due to #COVID19,good took course online last year love class instructor greatful moving online due,0.26875,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369614914826944513,"2/2 For God sake please stop playing with students lives, Kia Corona serf humre taleemi Nizam tak moyassir hain, reopen institutions we already very sucked with online classes. #ShafqatMahmood
#COVID19
@Shafqat_Mahmoo 
@iihtishamm 
@EduMinistryPK 
@WHOPakistan",god sake please stop playing student life kia corona serf humre taleemi nizam tak moyassir hain reopen institution already sucked online class covidshafqatmahmoo ihtishamm eduministrypk whopakistan,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372516623471493122,"RT @nakeplus: Boost Your Knowledge &amp; Gain Career. Online Classes with Affordable Price.
.
GET YOUR FREE QUOTE TODAY‼️
Visit Us: https://t.c…",rt nakeplus boost knowledge amp gain career online class affordable priceget free quote todayvisit u httpstc,0.4,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370370240945688576,"The COVID-19 pandemic has allowed Fuse45 to branch out from beyond the Metro Detroit area, now seeing people sign up for their online classes from as far away as Israel.
https://t.co/jIq5u9oRCn",covid pandemic allowed fuse branch beyond metro detroit area seeing people sign online class far away israel,0.1,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370728192386994177,@AapGhumaKeLeLo_ Well how did your kids study during online classes in covid times ...???? Certainly on mobile . Parents bought phones and gave  to child to study . And in fact exams are also conducted on same . The ideology is not to impose suppressed views .,well kid study online class covid time certainly mobile parent bought phone gave child study fact exam also conducted ideology impose suppressed view,0.2142857142857142,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372548348822089730,"One year ago, Iowa State announced students would not be returning to campus following spring break. The Iowa State community looks back on the last year. https://t.co/CkrIfme2qG",one year ago iowa state announced student would returning campus following spring break iowa state community look back last year,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371575317425426438,"RT @frostynascarfan: @marcuslemonis #TheProfit I nominate Your Time Fitness Studio in Le Sueur, MN. Owner Kris Krause was impacted by the C…",rt frostynascarfan nominate time fitness studio le sueur mn owner kris krause impacted c,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368935564238553088,"On this #march8th, 2021 we mark 365 days of online classes, staying inside, wearing masks, social distancing, &amp; everything else that came with #COVID19

We have all faced personal losses &amp; challenges that we never thought we would see, Cuz of this #pandemic

We were pushed to 1/2",mark day online class staying inside wearing mask social distancing amp everything else came faced personal loss amp challenge never thought would see cuz pushed,0.0166666666666666,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372623519096451081,"RT @DSCork: Like everyone, @DSCork has had to adapt to a Covid world. We've had SLT sessions, education programmes, dance classes and coffe…",rt dscork like everyone adapt covid world weve slt session education programme dance class coffe,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372456128538423296,"@DullVivid @ISockHeadI Ever since I had to do online school because covid, I 100% drew during class and not l i s t e n e d  since it was the year I planned on dropping out. 

Eventually I started skipping classes to stream digital art, then of course not attending at all to draw.

(2)",ever since online school covid drew class l e n e since year planned dropping eventually started skipping class stream digital art course attending draw,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369926199120715777,"More money needed from rich countries to make sure the #Covid19 news here 
https://t.co/geMjhjfg7Y
#WHO #COVAX system benefits the world
https://t.co/odBgyM4Uc7
#Online #music lessons bring hope and fun https://t.co/uslWjHKA2Q",money needed rich country make sure news system benefit worldonline lesson bring hope fun,0.3916666666666666,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371529730088964103,"During pandemic, students were forced to give physical exams, although they took classes online. So, we’re demanding better results this time in COVID-19 scenario 
There will be twitter trend.
Timings: Tuesday 5pm to 7pm
Hashtag : #PassAllMedicalStudents
Medical and AHS must join",pandemic student forced give physical exam although took class online demanding better result time covid scenario twitter trendtimings tuesday pm pmhashtag medical ahs must join,0.0499999999999999,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371761910434164738,"IOM Supported Ensar Community Centre is providing EBA TV service for students who do not have access to the internet to attend their online classes. In this way, students can follow their classes in line with the COVID19 prevention precautions at the centre. @JapanGov https://t.co/WstNnqAEE8",iom supported ensar community centre providing eba tv service student access internet attend online class way student follow class line covid prevention precaution centre,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371498003601752067,@mackieroper i was hoping so too and because of it i’m planning on only taking the online classes they offered prior to covid but unless the state goes under lockdown i don’t see it changing tbh,hoping im planning taking online class offered prior covid unless state go lockdown see changing tbh,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370521603050762242,"RT @kellystrib: March 11, 2020: WHO declares #covid19 a pandemic, U.S. announces new travel restrictions and NBA suspends season. In Minnes…",rt kellystrib march declares pandemic u announces new travel restriction nba suspends season minnes,0.1363636363636363,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372969881147211784,"When their classes moved online due to Covid-19, Georgia Tech students Chris and Sam hit the road. Armed with a Wi-fi hotspot, they started attending classes from some of America's most scenic spots like the Grand Canyon, White Sands National Park, and the Petrified Forest. https://t.co/qMe5fcUGXK",class moved online due covid georgia tech student chris sam hit road armed wifi hotspot started attending class america scenic spot like grand canyon white sand national park petrified forest,0.125,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373298365698605058,RT @FortuneMagazine: How the pandemic propelled online education for a world-class art foundation https://t.co/9EWgnEOATj,rt fortunemagazine pandemic propelled online education worldclass art foundation,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370684287956086789,RT @Dhirajreddy47: @EduMinOfIndia @DrRPNishank @narendramodi @mygovindia @MoHFW_INDIA @COVIDNewsByMIB @DDNewslive @MIB_India @PIB_India @PM…,rt dhirajreddy pm,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369085441111027713,"RT @stogielogi: Idk who need to hear this but if you’re in online classes because of COVID, and still paying full price for tuition- cheat…",rt stogielogi idk need hear online class covid still paying full price tuition cheat,0.35,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370421761758625795,"#FlashbackFriday: Today marks 1 year since Loyola announced the closure of the residence halls and moved all classes online. Share you experience of this past pandemic year with the Archives. Click here to submit your stories, photos, art, and videos -&gt; https://t.co/5Q301ccgYq https://t.co/RDxeWGdnMG",today mark year since loyola announced closure residence hall moved class online share experience past pandemic year archive click submit story photo art video gt,-0.25,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369674192342376453,"RT @lukestein: “As a proactive measure against the spread of COVID-19, Babson College will transition all classes fully online beginning Fr…",rt lukestein proactive measure spread covid babson college transition class fully online beginning fr,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372255077214388227,"We still haven't finished our syllabus yet! 80% of useless online classes, and they expect us to give in person mocks after 28th March? What about covid? What about the mental pressure, let alone our poor preparation? 
@Shafqat_Mahmood @DrMuradPTI @shahzadYunasPTI  #cancelcies21",still finished syllabus yet useless online class expect u give person mock th march covid mental pressure let alone poor preparation shafqatmahmood,-0.3333333333333333,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373378394549850114,"RT @AliceBoutilier: @LockettsPeter Hello, Peter
 No I am fine no COVID- 19 
 Thanks to God. I be busy
 in online classes I hope
 your day a…",rt aliceboutilier hello peter fine covid thanks god busy online class hope day,0.2388888888888889,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371196038787297281,i worked so hard on my story writing homework but now i cant read it out loud to my class cause im under quarantine. i wish online classes could just come back so i can read it and let people know i spent an hour on a story that i wont get extra points for. fuck covid.,worked hard story writing homework cant read loud class cause im quarantine wish online class could come back read let people know spent hour story get extra point fuck covid,-0.1152777777777777,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371783673935142913,"Students have been pleading with the authorities to reschedule the state university entrance exams as they have been overburdened with homework and online classes due to the Covid-19 outbreak.
#Education #dek64กําลังถูกทิ้ง #COVID19 #ThailandNews 
https://t.co/VEryYBS20n",student pleading authority reschedule state university entrance exam overburdened homework online class due covid outbreakeducation,-0.125,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372079326120669191,RT @Ak73547889: @narendramodi Sir we want online exam in Delhi. For class 9 And 11. Due to covid-19 pandemic. Please help us . sir 🙏🙏🙏🙏🙏🙏🙏😭…,rt ak sir want online exam delhi class due covid pandemic please help u sir,-0.125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369478759963783169,"I also found out today that Spring Break at WMU starts on Mar. 29-April 2. 

After that, classes will be online through the end of the semester as a safety measure to prevent students from bringing COVID back to campus.

Isabella Misuraca is going to Chicago/Garrett Golec to FL. https://t.co/QmV3c9nhsr",also found today spring break wmu start mar april class online end semester safety measure prevent student bringing covid back campusisabella misuraca going chicagogarrett golec fl,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372954113722449920,RT @pankaj_cic: Here is a sneak-peak into how @Beyondexams_ 's free-for-all online classes are being facilitated through chats for children…,rt pankajcic sneakpeak freeforall online class facilitated chat child,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372427705178755072,"After 59 people on campus tested positive for #Covid19 at MIT #Manipal, Udupi district admin identifies it as #ContainmentZone. MAHE admin moves classes online, defers first sem BTech exam, practical/lab sessions. 

https://t.co/1BZBSZC5kX",people campus tested positive mit udupi district admin identifies mahe admin move class online defers first sem btech exam practicallab session,0.2386363636363636,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371159569322405889,"@ooyehoe Dude our batch's scene was a bit diff, our physics teacher got changed thrice, our faculty left school, then a few teachers got covid school was shut down, classes kept on switching online and offline... uper se Uni applications became a mess. (1/2)",dude batch scene bit diff physic teacher got changed thrice faculty left school teacher got covid school shut class kept switching online offline uper se uni application became mess,-0.0875,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372407999273271296,"RT @MujeebMalik055: During pandemic, students were forced to give physical exams, although they took classes online. So, we’re demanding be…",rt mujeebmalik pandemic student forced give physical exam although took class online demanding,-0.15,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371065055685525509,@dreamhangout the fact that the first one applies to everyone during covid and online classes 😫🤚🏻,fact first one applies everyone covid online class,0.25,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370562838742196224,@MamataOfficial Didi wish your quick recovery we are waiting for your actions again All Bengal are with you.Didi covid cases are growing day by day 200 every day election is coming we are worried for our children in school please resume online classes otherwise it will fear .,didi wish quick recovery waiting action bengal youdidi covid case growing day day every day election coming worried child school please resume online class otherwise fear,0.2166666666666666,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372161947307626497,"Covid cases are rising but still Gautam Buddha University, G. Noida is forcing students to stay in hostel and attend offline classes. Parents have not been consulted and students are not being given online option. Please help. @dmgbnagar @DrRPNishank @ugc_india @myogioffice",covid case rising still gautam buddha university g noida forcing student stay hostel attend offline class parent consulted student given online option please help myogioffice,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370049378099064832,"It has been a year since all classes went online due to COVID-19. Since then, eLearning and Information Technology have worked to update online operations.

https://t.co/MmSy2Ldjlj",year since class went online due covid since elearning information technology worked update online operation,-0.125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370036131195195396,RT @thedbk: It’s been a while since things were “normal.” Today is the one-year anniversary of UMD extending spring break and postponing in…,rt thedbk since thing normal today oneyear anniversary umd extending spring break postponing,0.15,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370786336341385219,"Islamabad Eat, Covid special event? So mister, @dcislamabad what is your excuse for this activity. Any idea why universities are closed for online classes which is just a bullshit? Shaadi halls nahi band hon gy, sab se pehlay taleem roko! #COVID #Onlineclasses #Shafqatmehmood https://t.co/kO5noiMngL",islamabad eat covid special event mister excuse activity idea university closed online class bullshit shaadi hall nahi band hon gy sab se pehlay taleem roko,0.069047619047619,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370037493337264134,remember when covid just started and classes were optional 😳 like I legit remember downloading zoom and times when no one of us knew what zoom was and now it’s already been one year of online classes.,remember covid started class optional like legit remember downloading zoom time one u knew zoom already one year online class,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372862572005851138,"#TakeUsBackToChina
Help international students @SpokespersonCHN @MFA_China @China_Amb_India @zlj517 #takeusbacktochina

https://t.co/dQKHpo7bTt",help international student,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373026013941100547,RT @SirohiGulshan: #Corona &amp; P0rn is Responsible for Rapes in Rajasthan 🤦‍♂️bcoz due to #COVID19 &gt; No Online Classes &gt; Kids Watch P0rn &gt; Ra…,rt sirohigulshan amp prn responsible rape rajasthan bcoz due gt online class gt kid watch prn gt ra,0.0375,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370214611916484613,i'm so glad i finished most of uni before covid and had very few online classes,im glad finished uni covid online class,0.5,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370111288496558083,"RT @AndrewBahl: The biggest news in Kansas public higher education not involving Les Miles #ksleg 

https://t.co/pByRIwC80x",rt andrewbahl biggest news kansa public higher education involving le mile,0.125,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371774969374445570,@AbuWadi3_ @echxoesfsilence still gonna say this fuck online classes w fuck covid kmn💖💖,still gonna say fuck online class w fuck covid kmn,-0.4,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372638946639949829,"The University of Iowa has operated with more than 70 percent of its classes online for the last year. Now, professors and administrators look back at what they’ve learned from teaching online since March 2020. 
https://t.co/KerF0B6rNB",university iowa operated percent class online last year professor administrator look back theyve learned teaching online since march,0.0,0.0
